コード,企業名,株価,時価総額（億）,発行済株式数,売上高（百万）,粗利益,営業利益,当期利益,総資産,総負債,純資産,EPS,配当金,配当利回り,PER,益回り,PBR,PBR逆数,ROE,ROA,自己資本比率,ROEx益回りx自己資本,ROE+益回り+自己資本,ROExPBR逆数x自己資本,ROE+PBR逆数+自己資本
3091,ブロンコビリー,2481,370,14847989,15773,10978,-168,955,26871,8908,17963,65.08,16.0,0.64,38.12,2.6,2.06,48.54,5.3,3.6,66.8,921,74.7,17185,120.6
3092,ＺＯＺＯ,2843,8583,299796981,166199,156173,49632,34492,127276,72178,55098,114.99,60.0,2.11,24.72,4.0,15.58,6.42,62.6,27.1,43.3,10842,109.9,17402,112.3
3093,トレジャー・ファクトリー,1511,167,11114336,23313,14234,774,703,11810,6927,4883,88.55,19.0,1.26,17.06,5.9,3.42,29.24,14.4,6.0,41.3,3509,61.6,17390,84.9
3094,スーパーバリュー,990,63,6333972,72420,15506,-1991,-829,16363,14019,2344,-131.27,5.0,0.51,-7.54,-13.3,2.69,37.17,-35.4,-5.1,14.3,6733,-34.4,-18816,16.1
3096,オーシャンシステム,991,94,9413773,72700,16854,1419,798,21377,12525,8852,84.78,14.0,1.41,11.69,8.6,1.06,94.34,9.0,3.7,41.4,3204,59.0,35151,144.7
3097,物語コーポレーション,5850,707,12110236,64019,42112,3553,2727,47753,27791,19962,222.54,65.0,1.11,26.29,3.8,3.54,28.25,13.7,5.7,41.8,2176,59.3,16178,83.8
3099,三越伊勢丹ホールディングス,1061,4048,381554205,418338,243685,-782,12337,1168574,655662,512912,32.36,11.0,1.04,32.79,3.0,0.79,126.58,2.4,1.1,43.9,316,49.3,13336,172.9
3101,東洋紡,1030,916,88896142,375720,96126,17837,12865,517774,322898,194876,144.75,40.0,3.88,7.12,14.0,0.47,212.77,6.6,2.5,37.6,3474,58.2,52801,257.0
3104,富士紡ホールディングス,3465,399,11459601,35916,12674,5853,4456,58531,18034,40497,388.85,110.0,3.17,8.91,11.2,0.99,101.01,11.0,7.6,69.2,8525,91.4,76889,181.2
3105,日清紡ホールディングス,1053,1737,164309172,510643,115482,15917,24816,604799,345614,259185,144.39,32.0,3.04,7.29,13.7,0.67,149.25,9.6,4.1,42.9,5642,66.2,61467,201.8
3106,倉敷紡績,2086,399,19571746,132215,27352,6636,5602,167285,71268,96017,280.34,105.0,5.03,7.44,13.4,0.42,238.1,5.8,3.3,57.4,4461,76.6,79268,301.3
3107,ダイワボウホールディングス,1924,1798,94488650,763838,64141,24088,16989,356203,220947,135256,178.13,60.0,3.12,10.8,9.3,1.33,75.19,12.6,4.8,38.0,4453,59.9,36001,125.8
3109,シキボウ,912,105,11634118,35670,6598,518,49,81596,49789,31807,4.36,40.0,4.39,209.17,0.5,0.33,303.03,0.2,0.1,39.0,4,39.7,2364,342.2
3110,日東紡績,2390,924,38316216,84051,28228,8121,6520,187289,81466,105823,168.03,45.0,1.88,14.22,7.0,0.87,114.94,6.2,3.5,56.5,2452,69.7,40263,177.6
3111,オーミケンシ,270,18,6597163,3980,1414,-838,-375,22384,18585,3799,-56.84,0,0.0,-4.75,-21.1,0.47,212.77,-9.9,-1.7,17.0,3551,-14.0,-35809,219.9
3113,Ｏａｋ　キャピタル,75,51,67493610,2612,472,-1786,-1664,7361,3325,4036,-29.61,0,0.0,-2.53,-39.5,1.26,79.37,-41.2,-22.6,54.8,89182,-25.9,-179198,93.0
3116,トヨタ紡織,2020,3657,186865753,1421451,150673,60940,39260,964740,540906,423834,210.14,67.0,3.32,9.61,10.4,0.86,116.28,9.3,4.1,43.9,4246,63.6,47474,169.5
3121,マーチャント・バンカーズ,296,86,29489845,2720,916,206,71,10848,6720,4127,2.46,2.0,0.68,120.33,0.8,2.08,48.08,1.7,0.7,38.0,52,40.5,3106,87.8
3123,サイボー,430,57,13211958,8958,1863,695,500,42896,27566,15330,37.77,14.0,3.26,11.38,8.8,0.37,270.27,3.3,1.2,35.7,1037,47.8,31841,309.3
3131,シンデン・ハイテックス,2113,43,2033770,43459,3423,1516,748,20888,14507,6382,367.69,110.0,5.21,5.75,17.4,0.67,149.25,11.7,3.6,30.6,6230,59.7,53434,191.5
3132,マクニカ・富士エレホールディングス,2737,1679,62215780,761823,90719,36811,25798,362584,182821,179763,414.89,120.0,4.38,6.6,15.2,0.93,107.53,14.4,7.1,49.6,10856,79.2,76802,171.5
3133,海帆,193,54,28138900,777,501,-791,-454,2124,1675,450,-28.81,0,0.0,-6.7,-14.9,12.0,8.33,-100.9,-21.4,21.2,31872,-94.6,-17819,-71.4
3134,Ｈａｍｅｅ,1046,167,15899284,13413,8522,2154,1744,10518,2265,8253,109.42,22.5,2.15,9.56,10.5,2.02,49.5,21.1,16.6,78.5,17392,110.1,81989,149.1
3135,マーケットエンタープライズ,1088,56,5304451,10876,3879,54,-40,3462,2023,1439,-47.05,0,0.0,-23.12,-4.3,3.89,25.71,-2.8,-1.2,41.6,501,34.5,-2995,64.5
3137,ファンデリー,291,18,6357500,3124,1181,-1983,-1949,5463,4819,643,-306.55,0,0.0,-0.95,-105.3,2.8,35.71,-303.1,-35.7,11.8,376614,-396.6,-127720,-255.6
3138,富士山マガジンサービス,856,27,3207341,5931,2018,524,347,5458,3614,1844,108.17,0,0.0,7.91,12.6,1.46,68.49,18.8,6.4,33.8,8007,65.2,43521,121.1
3139,ラクト・ジャパン,2495,242,9876934,110884,6641,2787,1959,52900,33321,19579,218.65,37.0,1.48,11.41,8.8,1.24,80.65,10.0,3.7,37.0,3256,55.8,29840,127.7
3140,ＢＲＵＮＯ,899,131,14342635,16787,7478,1011,482,8527,3797,4730,39.18,4.0,0.44,22.95,4.4,2.77,36.1,10.2,5.7,55.5,2491,70.1,20436,101.8
3141,ウエルシアホールディングス,2983,6202,208757916,1025947,320945,37833,26453,463048,261263,201785,131.76,31.0,1.04,22.64,4.4,3.07,32.57,13.1,5.7,43.6,2513,61.1,18603,89.3
3143,オーウイル,1159,36,3149696,28313,2984,833,575,10521,6840,3681,182.56,47.0,4.06,6.35,15.7,0.98,102.04,15.6,5.5,35.0,8572,66.3,55714,152.6
3148,クリエイトＳＤホールディングス,3100,1944,63218587,338476,93366,17473,12377,163824,67186,96638,199.23,46.0,1.48,15.56,6.4,2.01,49.75,12.8,7.6,59.0,4833,78.2,37571,121.5
3150,グリムス,1598,372,22778103,23252,6117,2788,2159,13617,5649,7968,94.77,19.0,1.19,16.86,5.9,4.67,21.41,27.1,15.9,58.5,9354,91.5,33942,107.0
3151,バイタルケーエスケー・ホールディングス,703,355,51782765,577249,43977,1923,4771,313033,214072,98961,87.88,26.0,3.7,8.0,12.5,0.36,277.78,4.8,1.5,31.6,1896,48.9,42134,314.2
3153,八洲電機,1055,219,21330761,60038,11421,2124,1527,50934,27889,23045,71.63,22.0,2.09,14.73,6.8,0.95,105.26,6.6,3.0,45.2,2029,58.6,31401,157.1
3154,メディアスホールディングス,1037,222,21924146,246787,25197,2654,2066,84480,68637,15843,111.14,19.0,1.83,9.33,10.7,1.4,71.43,13.0,2.4,18.8,2615,42.5,17457,103.2
3156,レスターホールディングス,1976,585,30068326,399590,30080,9323,5963,241958,164299,77659,197.49,95.0,4.81,10.01,10.0,0.75,133.33,7.7,2.5,32.1,2472,49.8,32955,173.1
3157,ジューテックホールディングス,1076,142,13272449,172627,20216,2742,2293,75832,57667,18165,172.77,41.0,3.81,6.23,16.1,0.78,128.21,12.6,3.0,24.0,4869,52.7,38771,164.8
3159,丸善ＣＨＩホールディングス,375,342,92546961,174355,40566,3817,2173,128357,85669,42688,18.47,2.0,0.53,20.3,4.9,0.8,125.0,5.1,1.7,33.3,832,43.3,21229,163.4
3160,大光,708,93,13250788,54133,10955,-370,-442,16185,11837,4349,1.28,9.0,1.27,553.12,0.2,2.14,46.73,-10.2,-2.7,26.9,-55,16.9,-12822,63.4
3161,アゼアス,716,40,5641354,9545,1882,388,266,8652,2379,6273,47.2,20.0,2.79,15.17,6.6,0.64,156.25,4.2,3.1,72.5,2010,83.3,47578,232.9
3166,ＯＣＨＩホールディングス,1230,158,12861142,111875,15089,4183,3452,62834,43060,19774,265.49,60.0,4.88,4.63,21.6,0.8,125.0,17.5,5.5,31.5,11907,70.6,68906,174.0
3167,ＴＯＫＡＩホールディングス,906,1161,130860197,210691,85212,14320,8970,184473,107229,77244,67.92,33.0,3.64,13.34,7.5,1.5,66.67,11.6,4.9,41.9,3645,61.0,32404,120.2
3168,黒谷,615,87,14225034,62058,4577,3197,1354,23641,14959,8681,86.78,20.0,3.25,7.09,14.1,1.0,100.0,15.6,5.7,36.7,8073,66.4,57252,152.3
3169,ミサワ,604,43,7111865,11626,7122,1005,693,4552,1647,2905,88.35,10.0,1.66,6.84,14.6,1.48,67.57,23.9,15.2,63.8,22262,102.3,103032,155.3
3172,ティーライフ,1369,57,4249841,11719,5437,968,705,8307,2847,5460,132.27,52.0,3.8,10.35,9.7,1.04,96.15,12.9,8.5,65.7,8221,88.3,81490,174.8
3173,Ｃｏｍｉｎｉｘ,722,50,6868505,26929,5589,676,889,18657,11980,6652,129.29,34.0,4.71,5.58,17.9,0.75,133.33,13.4,4.8,35.7,8563,67.0,63782,182.4
3174,ハピネス・アンド・ディ,925,23,2502551,18312,4167,-108,-124,10131,7956,2175,-9.44,15.0,1.62,-97.99,-1.0,1.06,94.34,-5.7,-1.2,21.5,123,14.8,-11561,110.1
3175,エー・ピーホールディングス,443,45,10106744,7997,4509,-122,31,9684,9219,466,3.07,0,0.0,144.3,0.7,9.66,10.35,6.7,0.3,4.8,23,12.2,333,21.9
3176,三洋貿易,1020,290,28722588,89789,15510,5531,4257,50835,16430,34404,148.57,39.0,3.82,6.87,14.6,0.84,119.05,12.4,8.4,67.7,12256,94.7,99940,199.1
3177,ありがとうサービス,2170,20,923348,8836,5592,235,243,4782,2689,2093,296.63,100.0,4.61,7.32,13.7,0.96,104.17,11.6,5.1,43.8,6961,69.1,52927,159.6
3178,チムニー,1227,236,19292973,10108,7028,-4588,1227,22900,16414,6486,63.6,10.0,0.81,19.29,5.2,3.64,27.47,18.9,5.4,28.3,2781,52.4,14693,74.7
3179,シュッピン,1399,294,20989521,43454,8035,3141,2208,14407,8937,5470,102.54,28.0,2.0,13.64,7.3,5.37,18.62,40.4,15.3,38.0,11207,85.7,28585,97.0
3180,ビューティガレージ,2767,179,6310245,23401,6094,1160,710,10548,5278,5270,112.62,16.0,0.58,24.57,4.1,3.4,29.41,13.5,6.7,50.0,2767,67.6,19852,92.9
3181,買取王国,765,14,1811300,4951,2735,169,123,3447,1327,2120,84.02,7.0,0.92,9.1,11.0,0.66,151.52,5.8,3.6,61.5,3924,78.3,54047,218.8
3182,オイシックス・ラ・大地,1750,651,36558217,113476,54555,4376,2727,52634,30501,22133,74.63,0,0.0,23.45,4.3,2.94,34.01,12.3,5.2,42.1,2227,58.7,17611,88.4
3183,ウイン・パートナーズ,1030,289,28419737,66392,8520,2652,1832,41565,19843,21722,63.87,35.0,3.4,16.13,6.2,1.33,75.19,8.4,4.4,52.3,2724,66.9,33032,135.9
3184,ＩＣＤＡホールディングス,2333,48,2099793,28453,5729,1542,975,15253,7545,7708,464.33,50.0,2.14,5.02,19.9,0.62,161.29,12.6,6.4,50.5,12662,83.0,102629,224.4
3185,夢展望,231,32,13831824,4949,2498,27,-49,3244,2972,272,-3.6,0,0.0,-64.17,-1.6,11.76,8.5,-18.0,-1.5,8.4,242,-11.2,-1285,-1.1
3186,ネクステージ,2885,2322,79246729,291263,56731,13549,9663,111032,69415,41617,148.95,21.0,0.73,19.37,5.2,5.58,17.92,23.2,8.7,37.5,4524,65.9,15590,78.6
3187,サンワカンパニー,845,158,18572000,11260,4036,13,-51,4716,2916,1801,17.17,3.0,0.36,49.21,2.0,8.77,11.4,-2.8,-1.1,38.2,-214,37.4,-1219,46.8
3189,ＡＮＡＰ,407,18,4636393,5078,2837,-747,-791,2416,1843,573,-101.46,0,0.0,-4.01,-24.9,3.14,31.85,-138.0,-32.7,23.7,81438,-139.2,-104169,-82.5
3190,ホットマン,575,41,7055500,20891,9237,318,266,15464,8546,6918,37.64,10.0,1.74,15.28,6.5,0.59,169.49,3.8,1.7,44.7,1104,55.0,28790,218.0
3191,ジョイフル本田,1593,1038,66099251,132499,41847,11389,8985,160606,47922,112684,135.58,42.0,2.64,11.75,8.5,0.92,108.7,8.0,5.6,70.2,4774,86.7,61046,186.9
3192,白鳩,298,20,6669700,6231,2403,-189,-223,6484,4348,2136,-30.05,0,0.0,-9.92,-10.1,0.94,106.38,-10.4,-3.4,32.9,3456,12.4,-36399,128.9
3193,鳥貴族ホールディングス,2250,266,11588336,15591,10785,-4943,-466,16835,11614,5221,184.15,0,0.0,12.22,8.2,5.09,19.65,-8.9,-2.8,31.0,-2262,30.3,-5421,41.8
3195,ジェネレーションパス,427,35,8117451,13224,3668,-100,-90,3599,1948,1651,2.43,0,0.0,175.72,0.6,2.12,47.17,-5.5,-2.5,45.9,-151,41.0,-11908,87.6
3196,ホットランド,1350,290,21569945,29679,18073,2868,2079,21313,12637,8677,91.29,7.0,0.52,14.79,6.8,3.34,29.94,24.0,9.8,40.7,6642,71.5,29245,94.6
3197,すかいらーくホールディングス,1592,3608,227502196,264570,183059,18213,8743,457993,291832,166161,45.33,12.0,0.75,35.12,2.8,2.17,46.08,5.3,1.9,36.3,539,44.4,8865,87.7
3198,ＳＦＰホールディングス,1750,454,25788384,10405,7291,1655,1746,16097,3658,12439,116.88,20.0,1.14,14.97,6.7,3.65,27.4,14.0,10.8,77.3,7251,98.0,29652,118.7
3199,綿半ホールディングス,1449,285,19894138,114501,25039,2599,2204,69551,50206,19346,111.07,21.0,1.45,13.05,7.7,1.47,68.03,11.4,3.2,27.8,2440,46.9,21560,107.2
3201,日本毛織,1052,747,72119993,106619,31286,12780,8308,163632,60694,102938,151.48,30.0,2.85,6.94,14.4,0.73,136.99,8.1,5.1,62.9,7337,85.4,69795,208.0
3202,ダイトウボウ,91,27,30071438,4502,1169,248,43,21114,16467,4647,1.4,0,0.0,65.0,1.5,0.58,172.41,0.9,0.2,22.0,30,24.4,3414,195.3
3204,トーア紡コーポレーション,367,33,8918242,15532,2953,309,258,31488,20128,11360,30.16,15.0,4.09,12.17,8.2,0.29,344.83,2.3,0.8,36.1,681,46.6,28631,383.2
3205,ダイドーリミテッド,159,51,32800629,24609,12948,-2621,-3545,31798,24743,7055,-108.34,0,0.0,-1.47,-68.0,0.72,138.89,-50.2,-11.1,22.2,75782,-96.0,-154785,110.9
3221,ヨシックスホールディングス,2253,224,9821891,8581,5544,921,1857,11788,3540,8248,179.81,24.0,1.07,12.53,8.0,2.72,36.76,22.5,15.8,70.0,12600,100.5,57897,129.3
3222,ユナイテッド・スーパーマーケット・ホールディングス,1086,1383,128319160,716407,216273,9401,5374,280741,129056,151685,31.42,18.0,1.66,34.56,2.9,0.91,109.89,3.5,1.9,54.0,548,60.4,20769,167.4
3223,エスエルディー,547,8.65,1561864,2432,1765,-721,14,1295,814,481,-25.63,0,0.0,-21.34,-4.7,1.8,55.56,2.9,1.1,37.1,-506,35.3,5978,95.6
3224,ゼネラル・オイスター,1020,42,4016499,2539,1624,339,287,2294,1406,888,82.13,0,0.0,12.42,8.1,4.73,21.14,32.3,12.5,38.7,10125,79.1,26425,92.1
3228,三栄建築設計,1662,353,21217079,134036,21120,11654,7573,141791,90970,50821,384.36,75.0,4.51,4.32,23.1,0.69,144.93,14.9,5.3,35.8,12322,73.8,77309,195.6
3231,野村不動産ホールディングス,3270,5726,177838306,645049,205312,91211,55312,2040506,1419110,621396,355.46,110.0,3.36,9.2,10.9,0.92,108.7,8.9,2.7,30.5,2959,50.3,29507,148.1
3232,三重交通グループホールディングス,487,482,99673397,84351,21879,2996,2210,165153,116760,48393,22.19,9.0,1.85,21.95,4.6,1.0,100.0,4.6,1.3,29.3,620,38.5,13478,133.9
3236,プロパスト,147,51,34417925,18886,3238,1729,920,24089,17844,6245,25.89,2.0,1.36,5.68,17.6,0.82,121.95,14.7,3.8,25.9,6701,58.2,46430,162.6
3237,イントランス,69,25,37070600,2351,757,195,156,1862,681,1181,4.21,0,0.0,16.39,6.1,2.12,47.17,13.2,8.4,63.4,5105,82.7,39476,123.8
3241,ウィル,364,41,11344934,8681,1545,837,578,12150,8492,3658,47.19,15.5,4.26,7.71,13.0,1.12,89.29,15.8,4.8,30.1,6183,58.9,42465,135.2
3242,アーバネットコーポレーション,300,94,31374038,20955,3801,2213,1282,35175,23138,12037,22.67,17.0,5.67,13.23,7.6,0.78,128.21,10.7,3.6,34.2,2781,52.5,46917,173.1
3244,サムティ,2055,957,46522283,90460,17854,13614,10013,349194,254897,94297,126.16,90.0,4.38,16.29,6.1,1.01,99.01,10.6,2.9,27.0,1746,43.7,28337,136.6
3245,ディア・ライフ,623,267,42526388,26367,5361,3918,2686,27738,12527,15211,84.51,34.0,5.46,7.37,13.6,1.76,56.82,17.7,9.7,54.8,13191,86.1,55113,129.3
3246,コーセーアールイー,639,65,10156767,11289,2815,1142,880,17417,9087,8330,40.76,25.0,3.91,15.68,6.4,0.78,128.21,10.6,5.1,47.8,3243,64.8,64961,186.6
3248,アールエイジ,696,22,3180814,3341,1001,451,259,13424,9689,3735,114.44,29.0,4.17,6.08,16.4,0.59,169.49,6.9,1.9,27.8,3146,51.1,32512,204.2
3252,地主,2048,370,18285659,56177,9264,5402,3125,86337,58556,27781,190.37,50.0,2.44,10.76,9.3,1.33,75.19,11.2,3.6,32.2,3354,52.7,27117,118.6
3254,プレサンスコーポレーション,1579,1070,68387575,99752,22683,14225,9122,256024,108184,147840,218.25,32.0,2.03,7.23,13.8,0.72,138.89,6.2,3.6,57.7,4937,77.7,49687,202.8
3261,グランディーズ,368,13,3500037,2807,622,265,183,3776,1860,1916,50.75,14.0,3.8,7.25,13.8,0.68,147.06,9.6,4.8,50.7,6717,74.1,71577,207.4
3264,アスコット,203,269,129916662,24932,4601,506,13,67040,43681,23359,-2.24,3.0,1.48,-90.62,-1.1,1.15,86.96,0.1,0.0,34.8,-4,33.8,303,121.9
3266,ファンドクリエーショングループ,82,30,37655870,2195,783,219,152,3276,779,2497,6.48,1.0,1.22,12.65,7.9,1.2,83.33,6.1,4.6,76.2,3672,90.2,38733,165.6
3267,フィル・カンパニー,1218,65,5177600,5432,1706,651,407,5450,2677,2773,38.84,10.0,0.82,31.36,3.2,2.34,42.74,14.7,7.5,50.9,2394,68.8,31979,108.3
3271,ＴＨＥグローバル社,147,42,28305924,18356,2069,-3002,-4090,33003,29724,3279,-44.09,0,0.0,-3.33,-30.0,1.28,78.12,-124.7,-12.4,9.9,37036,-144.8,-96441,-36.7
3275,ハウスコム,937,72,7701062,14206,13172,394,373,10178,3389,6789,56.31,14.0,1.49,16.64,6.0,1.06,94.34,5.5,3.7,66.7,2201,78.2,34609,166.5
3276,ＪＰＭＣ,1044,186,17587009,53416,5695,1608,1161,17407,10645,6762,77.7,46.0,4.41,13.44,7.4,2.75,36.36,17.2,6.7,38.8,4938,63.4,24265,92.4
3277,サンセイランディック,822,67,8100358,16836,4368,1118,609,20051,9749,10302,80.03,26.0,3.16,10.27,9.7,0.65,153.85,5.9,3.0,51.4,2942,67.0,46657,211.2
3280,エストラスト,555,33,5947936,16035,2827,777,441,25538,18596,6942,35.32,18.0,3.24,15.71,6.4,0.48,208.33,6.4,1.7,27.2,1114,40.0,36266,241.9
3284,フージャースホールディングス,823,288,35379263,79542,16681,6150,3069,127905,96641,31264,86.72,43.0,5.22,9.49,10.5,0.92,108.7,9.8,2.4,24.4,2511,44.7,25992,142.9
3286,トラストホールディングス,326,12,3679312,12338,2287,367,73,8912,8187,725,49.13,10.0,3.07,6.64,15.1,1.66,60.24,10.1,0.8,8.1,1235,33.3,4928,78.4
3288,オープンハウスグループ,5780,6864,118557459,810540,155316,104121,69582,879913,585552,294361,605.52,124.0,2.15,9.55,10.5,2.33,42.92,23.6,7.9,33.5,8301,67.6,33933,100.0
3289,東急不動産ホールディングス,720,5165,719316885,989049,193903,83818,35133,2634343,1991050,643293,48.84,18.0,2.5,14.74,6.8,0.8,125.0,5.5,1.3,24.4,913,36.7,16775,154.9
3291,飯田グループホールディングス,2191,6257,287830457,1386991,295934,153306,103382,1696098,767228,928870,358.49,90.0,4.11,6.11,16.4,0.67,149.25,11.1,6.1,54.8,9976,82.3,90786,215.1
3293,アズマハウス,726,58,8034144,13911,4511,1182,756,31327,15526,15801,187.95,52.5,7.23,3.86,25.9,0.37,270.27,4.8,2.4,50.4,6266,81.1,65384,325.5
3294,イーグランド,1450,91,6225300,23352,4875,2568,1620,24435,15209,9227,252.86,76.0,5.24,5.73,17.5,0.99,101.01,17.6,6.6,37.8,11642,72.9,67200,156.4
3299,ムゲンエステート,482,113,23370675,33956,5788,2342,1276,62778,39232,23546,43.38,15.0,3.11,11.11,9.0,0.48,208.33,5.4,2.0,37.5,1822,51.9,42187,251.2
3300,アンビション　ＤＸ　ホールディングス,546,36,6804352,30530,5511,851,595,17649,13806,3842,103.48,15.0,2.75,5.28,18.9,0.94,106.38,15.5,3.4,21.8,6386,56.2,35946,143.7
3302,帝国繊維,1706,446,26500840,32993,9727,4870,3979,74281,16636,57645,159.78,45.0,2.64,10.68,9.4,0.77,129.87,6.9,5.4,77.6,5033,93.9,69538,214.4
3306,日本製麻,458,17,3666208,3151,719,54,48,3635,2172,1463,13.09,3.0,0.66,34.99,2.9,1.16,86.21,3.3,1.3,40.2,385,46.4,11437,129.7
3315,日本コークス工業,122,352,291027281,124711,20075,11339,7381,128767,71424,57343,25.36,7.0,5.74,4.81,20.8,0.61,163.93,12.9,5.7,44.5,11940,78.2,94104,221.3
3316,東京日産コンピュータシステム,517,32,6300000,7153,1268,401,294,5914,2247,3667,46.75,15.0,2.9,11.06,9.0,0.87,114.94,8.0,5.0,62.0,4464,79.0,57010,184.9
3317,フライングガーデン,1663,24,1445780,6491,4651,142,345,3920,1578,2342,238.73,30.0,1.8,6.97,14.3,1.02,98.04,14.7,8.8,59.7,12550,88.7,86039,172.4
3319,ゴルフダイジェスト・オンライン,1673,314,18273610,39595,17025,1518,1036,21852,14440,7411,102.13,9.5,0.57,16.38,6.1,4.24,23.58,14.0,4.7,33.9,2895,54.0,11191,71.5
3320,クロスプラス,739,52,7333199,59120,11433,-1658,-1666,26555,13740,12815,-249.21,15.0,2.03,-2.97,-33.7,0.41,243.9,-13.0,-6.3,48.3,21160,1.6,-153145,279.2
3321,ミタチ産業,781,61,7950896,33881,3203,924,665,16622,6658,9964,184.85,40.0,5.12,4.23,23.6,0.61,163.93,6.7,4.0,59.9,9471,90.2,65790,230.5
3322,アルファグループ,720,41,5652634,13211,3854,638,444,8642,3683,4959,78.55,7.5,1.04,9.17,10.9,0.83,120.48,9.0,5.1,57.4,5631,77.3,62240,186.9
3323,レカム,70,56,81219655,6628,2449,211,-317,8251,4573,3677,0.91,1.0,1.43,76.92,1.3,1.52,65.79,-8.6,-3.8,44.6,-499,37.3,-25234,101.8
3326,ランシステム,412,17,4250410,4918,184,-933,-951,3648,3536,112,-229.6,0,0.0,-1.79,-55.9,15.18,6.59,-849.1,-26.1,3.1,147141,-901.9,-17346,-839.4
3328,ＢＥＥＮＯＳ,2486,316,12305157,25008,12341,1675,691,21797,10401,11396,52.82,25.0,1.01,47.07,2.1,2.77,36.1,6.1,3.2,52.3,670,60.5,11517,94.5
3329,東和フードサービス,1518,123,8068500,8247,5818,-905,699,8519,2844,5676,86.62,10.5,0.69,17.52,5.7,2.17,46.08,12.3,8.2,66.6,4669,84.6,37748,125.0
3333,あさひ,1313,342,26114344,71398,35235,5096,3542,46473,11127,35346,112.36,28.0,2.13,11.69,8.6,0.97,103.09,10.0,7.6,76.1,6545,94.7,78451,189.2
3341,日本調剤,1418,426,29986825,299392,52423,5926,3706,178753,125877,52876,123.55,25.0,1.76,11.48,8.7,0.81,123.46,7.0,2.1,29.6,1803,45.3,25581,160.1
3347,トラスト,278,71,25876900,27617,6747,1855,827,33612,25980,7633,31.96,6.0,2.16,8.7,11.5,0.93,107.53,10.8,2.5,22.7,2819,45.0,26362,141.0
3349,コスモス薬品,14400,5667,39598915,726424,145111,31718,27157,341318,170740,170578,584.74,80.0,0.56,24.63,4.1,3.32,30.12,15.9,8.0,50.0,3260,70.0,23945,96.0
3350,レッド・プラネット・ジャパン,54,30,57173672,518,341,-930,-737,13091,13465,-373,-6.15,0,0.0,-8.78,-11.4,-8.04,-12.44,197.6,-5.6,-2.8,6307,183.4,6883,182.4
3352,バッファロー,1133,26,2273218,10000,4813,441,351,7761,2076,5685,154.68,40.0,3.53,7.32,13.7,0.46,217.39,6.2,4.5,73.3,6226,93.2,98795,296.9
3353,メディカル一光グループ,2790,100,3756027,33596,3615,1251,852,29094,17711,11383,222.04,40.0,1.43,12.57,8.0,0.88,113.64,7.5,2.9,39.1,2346,54.6,33325,160.2
3355,クリヤマホールディングス,926,180,19509914,59549,17256,4782,3810,52222,23952,28270,197.53,25.0,2.7,4.69,21.3,0.64,156.25,13.5,7.3,54.1,15556,88.9,114117,223.8
3356,テリロジー,337,54,16152959,5223,2061,444,273,5991,3554,2437,16.98,7.0,2.08,19.85,5.0,2.22,45.05,11.2,4.6,40.7,2279,56.9,20536,97.0
3358,ワイエスフード,274,16,6073000,1287,636,-126,-83,2716,1327,1389,-13.77,0,0.0,-19.9,-5.0,1.15,86.96,-6.0,-3.1,51.1,1533,40.1,-26662,132.1
3359,ｃｏｔｔａ,483,51,10568187,9258,3881,454,325,5834,2723,3111,32.64,4.0,0.83,14.8,6.8,1.64,60.98,10.4,5.6,53.3,3769,70.5,33802,124.7
3360,シップヘルスケアホールディングス,2591,2393,94350262,514353,53644,20021,12173,335074,216784,118290,129.01,41.0,1.58,20.08,5.0,2.02,49.5,10.3,3.6,35.3,1818,50.6,17998,95.1
3361,トーエル,921,185,20152666,25921,10175,1320,1058,26976,8818,18158,52.2,20.0,2.17,17.64,5.7,1.02,98.04,5.8,3.9,67.3,2225,78.8,38269,171.1
3370,フジタコーポレーション,226,6.76,3060421,4021,2456,-158,-110,2934,2931,3,-45.49,0,0.0,-4.97,-20.1,225.33,0.44,-3666.7,-3.7,0.1,7370,-3686.7,-161,-3666.2
3371,ソフトクリエイトホールディングス,4205,523,12691563,21227,9250,3928,2363,22795,9541,13254,180.38,40.0,0.95,23.31,4.3,3.95,25.32,17.8,10.4,58.1,4447,80.2,26185,101.2
3372,関門海,217,30,13698833,2603,1526,-761,1,4341,3975,367,0.04,0,0.0,5425.0,0.0,8.17,12.24,0.3,0.0,8.5,0,8.8,31,21.0
3374,内外テック,2627,91,3487012,37552,4512,2122,1541,25247,15753,9494,442.18,111.0,4.23,5.94,16.8,0.96,104.17,16.2,6.1,37.6,10233,70.6,63452,158.0
3375,ＺＯＡ,1250,18,1454000,9615,2418,501,346,5374,2944,2430,238.11,50.0,4.0,5.25,19.0,0.74,135.14,14.2,6.4,45.2,12195,78.4,86738,194.5
3377,バイク王＆カンパニー,1220,165,13815600,26570,11953,1512,1226,9249,3589,5660,112.63,20.0,1.64,10.83,9.2,2.92,34.25,21.7,13.3,61.2,12218,92.1,45485,117.2
3382,セブン＆アイ・ホールディングス,5386,47900,883149600,8749752,2732380,328788,210775,8739279,5758266,2981013,263.61,101.5,1.88,20.43,4.9,1.61,62.11,7.1,2.4,34.1,1186,46.1,15037,103.3
3386,コスモ・バイオ,1064,62,5791856,9231,3659,1048,738,10072,2285,7787,132.97,40.0,3.76,8.0,12.5,0.8,125.0,9.5,7.3,77.3,9179,99.3,91794,211.8
